retro_game_id,game_type,game_type_des,st_fl,regseason_fl,playoff_fl,local_game_time,game_id,home_team_id,home_team_lg,away_team_id,away_team_lg,home_team_name,away_team_name,home_team_name_full,away_team_name_full,interleague_fl,park_id,park_name,park_loc
NYN201909270,R,Regular Season,F,T,F,19:10,566068,nyn,NL,atl,NL,NY Mets,Atlanta,New York Mets,Atlanta Braves,F,3289,Citi Field,"Flushing, NY"
BOS201909270,R,Regular Season,F,T,F,19:10,565105,bos,AL,bal,AL,Boston,Baltimore,Boston Red Sox,Baltimore Orioles,F,3,Fenway Park,"Boston, MA"
SLN201909270,R,Regular Season,F,T,F,19:15,566645,sln,NL,chn,NL,St. Louis,Chi Cubs,St. Louis Cardinals,Chicago Cubs,F,2889,Busch Stadium,"St. Louis, MO"
PIT201909270,R,Regular Season,F,T,F,19:05,566258,pit,NL,cin,NL,Pittsburgh,Cincinnati,Pittsburgh Pirates,Cincinnati Reds,F,31,PNC Park,"Pittsburgh, PA"
WAS201909270,R,Regular Season,F,T,F,19:05,565973,was,NL,cle,AL,Washington,Cleveland,Washington Nationals,Cleveland Indians,T,3309,Nationals Park,"Washington, DC"
CHA201909271,R,Regular Season,F,T,F,3:33,567304,cha,AL,det,AL,Chi White Sox,Detroit,Chicago White Sox,Detroit Tigers,F,4,Guaranteed Rate Field,"Chicago, IL"
ANA201909270,R,Regular Season,F,T,F,19:07,564812,ana,AL,hou,AL,LA Angels,Houston,Los Angeles Angels,Houston Astros,F,1,Angel Stadium,"Anaheim, CA"
SFN201909270,R,Regular Season,F,T,F,19:15,566549,sfn,NL,lan,NL,San Francisco,LA Dodgers,San Francisco Giants,Los Angeles Dodgers,F,2395,Oracle Park,"San Francisco, CA"
PHI201909270,R,Regular Season,F,T,F,19:05,567137,phi,NL,mia,NL,Philadelphia,Miami,Philadelphia Phillies,Miami Marlins,F,2681,Citizens Bank Park,"Philadelphia, PA"
COL201909270,R,Regular Season,F,T,F,18:10,565491,col,NL,mil,NL,Colorado,Milwaukee,Colorado Rockies,Milwaukee Brewers,F,19,Coors Field,"Denver, CO"
TEX201909270,R,Regular Season,F,T,F,19:05,566846,tex,AL,nya,AL,Texas,NY Yankees,Texas Rangers,New York Yankees,F,13,Globe Life Park in Arlington,"Arlington, TX"
SEA201909270,R,Regular Season,F,T,F,19:10,566450,sea,AL,oak,AL,Seattle,Oakland,Seattle Mariners,Oakland Athletics,F,680,T-Mobile Park,"Seattle, WA"
ARI201909270,R,Regular Season,F,T,F,18:40,564911,ari,NL,sdn,NL,Arizona,San Diego,Arizona Diamondbacks,San Diego Padres,F,15,Chase Field,"Phoenix, AZ"
TOR201909270,R,Regular Season,F,T,F,19:07,566942,tor,AL,tba,AL,Toronto,Tampa Bay,Toronto Blue Jays,Tampa Bay Rays,F,14,Rogers Centre,"Toronto, ON"
