retro_game_id,game_type,game_type_des,st_fl,regseason_fl,playoff_fl,local_game_time,game_id,home_team_id,home_team_lg,away_team_id,away_team_lg,home_team_name,away_team_name,home_team_name_full,away_team_name_full,interleague_fl,park_id,park_name,park_loc
TEX201909260,R,Regular Season,F,T,F,13:05,566845,tex,AL,bos,AL,Texas,Boston,Texas Rangers,Boston Red Sox,F,13,Globe Life Park in Arlington,"Arlington, TX"
PIT201909260,R,Regular Season,F,T,F,19:05,566257,pit,NL,chn,NL,Pittsburgh,Chi Cubs,Pittsburgh Pirates,Chicago Cubs,F,31,PNC Park,"Pittsburgh, PA"
CHA201909260,R,Regular Season,F,T,F,19:10,567340,cha,AL,cle,AL,Chi White Sox,Cleveland,Chicago White Sox,Cleveland Indians,F,4,Guaranteed Rate Field,"Chicago, IL"
SFN201909260,R,Regular Season,F,T,F,12:45,566548,sfn,NL,col,NL,San Francisco,Colorado,San Francisco Giants,Colorado Rockies,F,2395,Oracle Park,"San Francisco, CA"
ANA201909260,R,Regular Season,F,T,F,19:07,564811,ana,AL,hou,AL,LA Angels,Houston,Los Angeles Angels,Houston Astros,F,1,Angel Stadium,"Anaheim, CA"
SDN201909260,R,Regular Season,F,T,F,12:40,566355,sdn,NL,lan,NL,San Diego,LA Dodgers,San Diego Padres,Los Angeles Dodgers,F,2680,Petco Park,"San Diego, CA"
NYN201909260,R,Regular Season,F,T,F,19:10,566067,nyn,NL,mia,NL,NY Mets,Miami,New York Mets,Miami Marlins,F,3289,Citi Field,"Flushing, NY"
CIN201909260,R,Regular Season,F,T,F,12:35,565300,cin,NL,mil,NL,Cincinnati,Milwaukee,Cincinnati Reds,Milwaukee Brewers,F,2602,Great American Ball Park,"Cincinnati, OH"
DET201909260,R,Regular Season,F,T,F,13:10,565590,det,AL,min,AL,Detroit,Minnesota,Detroit Tigers,Minnesota Twins,F,2394,Comerica Park,"Detroit, MI"
SEA201909260,R,Regular Season,F,T,F,19:10,566449,sea,AL,oak,AL,Seattle,Oakland,Seattle Mariners,Oakland Athletics,F,680,T-Mobile Park,"Seattle, WA"
WAS201909260,R,Regular Season,F,T,F,16:05,565972,was,NL,phi,NL,Washington,Philadelphia,Washington Nationals,Philadelphia Phillies,F,3309,Nationals Park,"Washington, DC"
