retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,inning_number,home_id,park_location,b,s,o,des,event,player_mlbid,player_first_name,player_last_name,player_box_name,pitch,event_num,home_team_runs,away_team_runs
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,4,1,"Washington, DC",0,0,0,"Defensive Substitution: Charlie Culberson replaces first baseman Freddie Freeman, batting 3rd, playing first base.",Defensive Sub,518586,Charlie,Culberson,Culberson,1,39,0,2
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,4,1,"Washington, DC",0,1,1,Braves first baseman Freddie Freeman left the game due to an injured elbow.,Injury,518692,Freddie,Freeman,Freeman,1,46,0,2
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,5,1,"Washington, DC",0,0,2,Offensive Substitution: Pinch-hitter Andrew Stevenson replaces Max Scherzer.,Offensive Substitution,664057,Andrew,Stevenson,Stevenson,1,45,0,3
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,6,0,"Washington, DC",0,0,0,"Pitching Change: Tanner Rainey replaces Max Scherzer, batting 9th.",Pitching Substitution,663432,Tanner,Rainey,Rainey,1,1,0,3
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,7,0,"Washington, DC",0,0,1,Injury Delay.,Game Advisory,455976,Nick,Markakis,Markakis,1,14,0,4
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,7,1,"Washington, DC",0,0,0,"Pitching Change: Chris Martin replaces Mike Soroka, batting 9th, replacing pitcher Mike Soroka.",Pitching Substitution,455119,Chris,Martin,"Martin, Ch",1,21,0,4
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,0,"Washington, DC",0,0,0,"Pitching Change: Hunter Strickland replaces Tanner Rainey, batting 9th, replacing pitcher Tanner Rainey.",Pitching Substitution,519326,Hunter,Strickland,Strickland,1,1,0,4
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,0,"Washington, DC",0,0,1,Offensive Substitution: Pinch-hitter Rafael Ortega replaces Chris Martin.,Offensive Substitution,542364,Rafael,Ortega,Ortega,1,24,0,4
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,0,"Washington, DC",0,0,1,Mound Visit.,Game Advisory,660670,Ronald,Acuna,Acuña Jr.,1,35,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,0,"Washington, DC",0,0,1,"Defensive Substitution: Howie Kendrick replaces pitcher Hunter Strickland, batting 9th, playing first base.",Defensive Sub,435062,Howie,Kendrick,Kendrick,1,36,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,0,"Washington, DC",0,0,1,"Pitching Change: Javy Guerra replaces Hunter Strickland, batting 6th, replacing first baseman Ryan Zimmerman.",Pitching Substitution,457915,Javy,Guerra,"Guerra, Ja",1,37,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,1,"Washington, DC",0,0,0,Rafael Ortega remains in the game as the right fielder.,Defensive Switch,542364,Rafael,Ortega,Ortega,1,58,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,1,"Washington, DC",0,0,0,"Pitching Change: Shane Greene replaces Chris Martin, batting 6th, replacing right fielder Matt Joyce.",Pitching Substitution,572888,Shane,Greene,Greene,1,59,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,8,1,"Washington, DC",0,0,2,Nationals first base coach Tim Bogar ejected by 1B umpire Tim Timmons.,Ejection,111148,Unknown,Unknown,Unknown,1,67,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,9,0,"Washington, DC",0,0,1,Offensive Substitution: Pinch-hitter Adam Duvall replaces Shane Greene.,Offensive Substitution,594807,Adam,Duvall,Duvall,1,10,0,5
WAS201909130,2019,9,13,F,T,F,R,Regular Season,19:05,565966,was,atl,NL,NL,F,3309,Nationals Park,9,1,"Washington, DC",0,0,0,"Pitching Change: Jerry Blevins replaces Shane Greene, batting 6th.",Pitching Substitution,460283,Jerry,Blevins,Blevins,1,24,0,5
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,1,0,"Detroit, MI",1,0,0,Jonathan Villar steals (34) 2nd base.,Stolen Base 2B,542340,Jonathan,Villar,Villar,1,9,0,0
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,1,1,"Detroit, MI",1,0,2,Mound Visit.,Game Advisory,608475,Dawel,Lugo,"Lugo, D",1,52,0,1
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,5,1,"Detroit, MI",0,0,2,Mound Visit.,Game Advisory,408234,Miguel,Cabrera,Cabrera,1,52,0,4
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,6,0,"Detroit, MI",0,0,0,Pitching Change: Zac Reininger replaces Jordan Zimmermann.,Pitching Substitution,643617,Zac,Reininger,Reininger,1,1,0,4
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,6,0,"Detroit, MI",0,0,1,Mound Visit.,Game Advisory,621466,DJ,Stewart,"Stewart, D",1,26,0,4
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,6,1,"Detroit, MI",0,0,1,Mound Visit.,Game Advisory,641513,Travis,Demeritte,Demeritte,1,54,1,4
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,6,1,"Detroit, MI",0,0,1,Pitching Change: Shawn Armstrong replaces Aaron Brooks.,Pitching Substitution,542888,Shawn,Armstrong,Armstrong,1,55,1,4
DET201909130,2019,9,13,F,T,F,R,Regular Season,19:10,565581,det,bal,AL,AL,F,2394,Comerica Park,7,0,"Detroit, MI",0,0,0,Pitching Change: Jose Cisnero replaces Zac Reininger.,Pitching Substitution,542585,Jose,Cisnero,Cisnero,1,1,2,4
