retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,inning_number,home_id,park_location,b,s,o,des,event,player_mlbid,player_first_name,player_last_name,player_box_name,pitch,event_num,home_team_runs,away_team_runs
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,3,1,"Arlington, TX",0,0,0,Pitching Change: Brian Johnson replaces Travis Lakins.,Pitching Substitution,598271,Brian,Johnson,"Johnson, B",1,21,0,0
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,4,0,"Arlington, TX",3,2,0,Injury Delay.,Game Advisory,643217,Andrew,Benintendi,Benintendi,8,4,0,0
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,4,1,"Arlington, TX",0,0,1,Danny Santana steals (19) 2nd base.,Stolen Base 2B,542454,Danny,Santana,"Santana, D",1,63,0,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,4,1,"Arlington, TX",0,0,2,Mound Visit.,Game Advisory,624431,Jose,Trevino,Trevino,1,74,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,4,1,"Arlington, TX",0,0,2,Pitching Change: Trevor Kelley replaces Brian Johnson.,Pitching Substitution,665001,Trevor,Kelley,Kelley,1,75,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,0,"Arlington, TX",1,2,1,"Chris Owings caught stealing 2nd base, catcher Jose Trevino to shortstop Elvis Andrus.",Caught Stealing 2B,572008,Chris,Owings,Owings,3,9,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,0,"Arlington, TX",0,0,2,Offensive Substitution: Pinch-hitter Juan Centeno replaces Andrew Benintendi.,Offensive Substitution,518542,Juan,Centeno,Centeno,1,18,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,0,Juan Centeno remains in the game as the catcher.,Defensive Switch,518542,Juan,Centeno,Centeno,1,23,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,0,Defensive switch from first base to left field for Sam Travis.,Defensive Switch,607752,Sam,Travis,Travis,1,24,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,0,Defensive switch from catcher to first base for Sandy Leon.,Defensive Switch,506702,Sandy,Leon,Leon,1,25,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,0,Pitching Change: Mike Shawaryn replaces Trevor Kelley.,Pitching Substitution,642067,Mike,Shawaryn,Shawaryn,1,26,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",1,0,1,Isiah Kiner-Falefa steals (3) 2nd base.,Stolen Base 2B,643396,Isiah,Kiner-Falefa,Kiner-Falefa,1,31,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,1,Mound Visit.,Game Advisory,641432,Willie,Calhoun,"Calhoun, W",1,36,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",3,2,1,Elvis Andrus steals (29) 2nd base.,Stolen Base 2B,462101,Elvis,Andrus,Andrus,6,37,1,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,2,Mound Visit.,Game Advisory,608597,Ronald,Guzman,Guzmán,1,51,5,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",0,0,2,Pitching Change: Colten Brewer replaces Mike Shawaryn.,Pitching Substitution,605155,Colten,Brewer,Brewer,1,52,5,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,5,1,"Arlington, TX",2,2,2,Nick Solak steals (2) 2nd base.,Stolen Base 2B,669256,Nick,Solak,Solak,4,53,5,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,6,1,"Arlington, TX",0,0,0,Pitching Change: Ryan Weber replaces Colten Brewer.,Pitching Substitution,543901,Ryan,Weber,Weber,1,23,5,3
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,7,0,"Arlington, TX",0,0,2,Mound Visit.,Game Advisory,502110,J.D.,Martinez,"Martinez, J",1,21,5,5
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,7,0,"Arlington, TX",2,2,2,Juan Centeno steals (1) 3rd base.  J.D. Martinez steals (2) 2nd base.,Stolen Base 3B,518542,Juan,Centeno,Centeno,5,31,5,5
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,7,0,"Arlington, TX",2,2,2,Mound Visit.,Game Advisory,607752,Sam,Travis,Travis,5,32,5,5
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,7,1,"Arlington, TX",0,0,2,Mound Visit.,Game Advisory,608597,Ronald,Guzman,Guzmán,1,51,7,5
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,7,1,"Arlington, TX",0,0,2,Pitching Change: Bobby Poyner replaces Ryan Weber.,Pitching Substitution,596074,Bobby,Poyner,Poyner,1,52,7,5
TEX201909260,2019,9,26,F,T,F,R,Regular Season,13:05,566845,tex,bos,AL,AL,F,13,Globe Life Park in Arlington,8,1,"Arlington, TX",0,0,0,Pitching Change: Hector Velazquez replaces Bobby Poyner.,Pitching Substitution,584171,Hector,Velazquez,Velázquez,1,10,7,5
