retro_game_id,game_type,game_type_des,st_fl,regseason_fl,playoff_fl,local_game_time,game_id,home_team_id,home_team_lg,away_team_id,away_team_lg,home_team_name,away_team_name,home_team_name_full,away_team_name_full,interleague_fl,park_id,park_name,park_loc
NYN201909120,R,Regular Season,F,T,F,13:10,566060,nyn,NL,ari,NL,NY Mets,Arizona,New York Mets,Arizona Diamondbacks,F,3289,Citi Field,"Flushing, NY"
PHI201909120,R,Regular Season,F,T,F,19:15,567134,phi,NL,atl,NL,Philadelphia,Atlanta,Philadelphia Phillies,Atlanta Braves,F,2681,Citizens Bank Park,"Philadelphia, PA"
TOR201909120,R,Regular Season,F,T,F,19:07,566935,tor,AL,bos,AL,Toronto,Boston,Toronto Blue Jays,Boston Red Sox,F,14,Rogers Centre,"Toronto, ON"
SDN201909120,R,Regular Season,F,T,F,12:40,566349,sdn,NL,chn,NL,San Diego,Chi Cubs,San Diego Padres,Chicago Cubs,F,2680,Petco Park,"San Diego, CA"
SEA201909120,R,Regular Season,F,T,F,19:10,566443,sea,AL,cin,NL,Seattle,Cincinnati,Seattle Mariners,Cincinnati Reds,T,680,T-Mobile Park,"Seattle, WA"
CHA201909120,R,Regular Season,F,T,F,13:10,567337,cha,AL,kca,AL,Chi White Sox,Kansas City,Chicago White Sox,Kansas City Royals,F,4,Guaranteed Rate Field,"Chicago, IL"
BAL201909120,R,Regular Season,F,T,F,19:15,565004,bal,AL,lan,NL,Baltimore,LA Dodgers,Baltimore Orioles,Los Angeles Dodgers,T,2,Oriole Park at Camden Yards,"Baltimore, MD"
MIA201909120,R,Regular Season,F,T,F,13:10,567436,mia,NL,mil,NL,Miami,Milwaukee,Miami Marlins,Milwaukee Brewers,F,4169,Marlins Park,"Miami, FL"
DET201909120,R,Regular Season,F,T,F,13:10,565580,det,AL,nya,AL,Detroit,NY Yankees,Detroit Tigers,New York Yankees,F,2394,Comerica Park,"Detroit, MI"
DET201909121,R,Regular Season,F,T,F,3:33,565579,det,AL,nya,AL,Detroit,NY Yankees,Detroit Tigers,New York Yankees,F,2394,Comerica Park,"Detroit, MI"
HOU201909120,R,Regular Season,F,T,F,19:10,565681,hou,AL,oak,AL,Houston,Oakland,Houston Astros,Oakland Athletics,F,2392,Minute Maid Park,"Houston, TX"
SFN201909120,R,Regular Season,F,T,F,12:45,566542,sfn,NL,pit,NL,San Francisco,Pittsburgh,San Francisco Giants,Pittsburgh Pirates,F,2395,Oracle Park,"San Francisco, CA"
COL201909120,R,Regular Season,F,T,F,13:10,565484,col,NL,sln,NL,Colorado,St. Louis,Colorado Rockies,St. Louis Cardinals,F,19,Coors Field,"Denver, CO"
TEX201909120,R,Regular Season,F,T,F,19:05,566839,tex,AL,tba,AL,Texas,Tampa Bay,Texas Rangers,Tampa Bay Rays,F,13,Globe Life Park in Arlington,"Arlington, TX"
MIN201909120,R,Regular Season,F,T,F,18:40,567035,min,AL,was,NL,Minnesota,Washington,Minnesota Twins,Washington Nationals,T,3312,Target Field,"Minneapolis, MN"
